Refid	Author	Title	content
164	"S. Wang, S. Wang, C. Lin, S. Yu, L. Wang, C. Piao, M. Guo and G. Tian"	Loop-mediated isothermal amplification assay for detection of five phytoplasmas belonging to 16Sr I group based on target tuf gene	"Objective: The purpose of this study is to develop an isothermal method known as loop-mediated isothermal amplification (LAMP) for detection of 16Sr I group phytoplasmas. The method would make it possible to achieve simple and rapid detection of this pathogen. Method: In present study, several sets of LAMP primers were designed using the tuf gene as the target, and then the most appropriate set was selected to develop LAMP method for detection of 16Sr I group phytoplasmas. The specificity of LAMP was tested by using 3 other groups of phytoplasma (16Sr I, 16Sr V, 16Sr XIX) which are closely related to 16Sr I group. The sensitivities between LAMP and PCR for detecting phytoplasma were compared by using two-fold serially diluted DNA extracted from phytoplasma-infected paulownia as templates. The LAMP method was used to detect the paulownia witches'-broom phytoplasmas from 6 provinces in China and 9 kinds of tissue culture seedlings. Result: The 16Sr I-LAMP was efficiently amplified with the target tuf gene sequences in 40 min at constant temperature of 63°C, by which five 16Sr I group phytoplasmas causing paulownia witches'-broom, chinaberry witches'-broom, mulberry dwarf, lettuce yellows and periwinkle phyllody diseases were detected, but no phytoplasmas from 16Sr I (peanut witches'-broom, sweet potato witches'-broom, cleome witches'-broom), 16Sr V (jujube witches'-broom, cherry lethal yellows, Bischofia polycarpa witches'-broom, Robinia hispida witches'-broom), and 16SrXIX (chestnut yellows crinkle) as well as healthy plant control were detected. The result of LAMP were observed by the color changes of reaction solution added to calcein, the reaction solution was green for positive samples and orange for negative ones, which were in agreement with the result by detecting amplification curve through the fluorescent quantitation device. Compared with conventional PCR amplification, the detection sensitivity of 16Sr I-LAMP was 8-fold higher. The PaWB samples collected from different regions and different graft-inoculated tissue culture seedlings could be detected correctly with corresponding LAMP assay. Conclusion: This is the first report of application of the LAMP assay technique for the simple, efficient, and specific detection of 16Sr I group phytoplasmas targeting on phytoplasma tuf gene. suitable for grass-roots and field testing and for the rapid diagnosis of phytoplasma associated diseases."
1353	S. Sunita and V. K. Gupta	Effect of some important edaphic factors on the incidence of fusarial wilt of Robinia pseudoacacia L	"Wilt caused by Fusarium oxysporum, F. equiseti and F. semitectum [F. pallidoroseum] is an important disease of R. pseudoacacia. The effect of soil factors (temp., moisture, pH and type) on the incidence of the 3 Fusarium spp. was investigated. Soil temp. of 20-30°C, 60% moisture and pH 6.0 were most favourable to all Fusarium spp. Sandy loam, loam and forest loam soils showed max. wilt incidence, while min. wilt was recorded in gravelly sandy loam and gravelly loam soils with 60-65% gravel."
1015	"M. Jonczyk, N. Borodynko and H. Pospieszny"	Restriction analysis of genetic variability of Polish isolates of Tomato black ring virus	"Several different isolates of Tomato black ring virus (TBRV) have been collected in Poland from cucumber, tomato, potato and black locust plants. Biological tests showed some differences in the range of infected plants and the type of symptoms, which was the basis for selection of seven the most biologically different TBRV isolates. According to the sequence of TBRV-MJ, several primer pairs were designed and almost the entire sequence of both genomic RNAs was amplified. The RT-PCR products derived from all tested TBRV isolates were digested by restriction enzymes. On the basis of the restriction patterns, the variable and the conserved regions of the TBRV genome were defined and the relationships between the Polish TBRV isolates established."
1204	H. Michalopoulos-Skarmoutsos and G. Skarmoutsos	Pathogenicity of fungi affecting black locust (Robinia pseudoacacia) in Greece	"The main fungi affecting black locust (Robinia pseudoacacia L.) were recorded during a survey which took place in northern Greece in 1997. It was found that Phomopsis oncostoma (Thum,) v. Hohn, Aglaospora profusa (Fr.) de Not. and Cucurbitaria elongata (Ft) Grev. cause necroses of twigs, branches and even entire trees. The pathogenicity of these fungi was confirmed by inoculation experiments in which typical disease symptoms appeared with re-isolation of the respective fungi from the inoculated plants."
1858	A. United States Department of	Locust leafminer (Odontota dorsalis) - Vermont - new state record	"Dense populations of adults of Xenochalepus dorsalis (Thnb.) (Odontota dorsalis) and severe leaf-browning were found in September 1977 on black locust trees [Robinia pseudacacia] at Richmond, Chittenden County, in Vermont. This is a new state record for the leaf-miner."
988	T. A. Stidham	Additions to the natural history of Gammarotettix bilobatus (Orthoptera : Rhaphidophoridae)	"The arboreal camel cricket, Gannnaroteffix bilobatus Thomas, is abundant and widespread in California. It emerges in mid to late February, survives into late May and early June, and utilizes 8 host-plant species (coast live oak, barberry; Christmas berry, California lilac, California buckeye, Monterey pine, black locust, and California bay), some of which are toxic. It appears that G. bilobatus switches host plants intraseasonally and possibly acts as an inadvertent pollinator of some of its host plants."
1133	"M. E. Farashiani, S. E. Sadeghi and M. Abaii"	"Geographic distribution, and hosts of sart longhorn beetle, Aeolesthes sarta Solsky (Col.: Cerambycidae) in Iran"	"The stem borer also known as sart borer (Aeolesthes sarta) is the most destructive insect pest of many trees in central and, east Asia, countries and Iran. It has high economic importance in these countries. Distribution pattern and ecological studies on sart longhorn beetle (A. sarta) was carried out during 1997 2001 in Iran. In this regard we visited different settings of ecosystems including forests, fruit gardens, urban vicinities in many parts of Iran. Infested logs of host trees were brought to laboratory from various localities and adults or larvae of pest were collected for further studying. Furthermore, cerambycid specimens in Forest and Rangeland Arthropod Museum were examined in this respect. The result indicated that the borer is widely distributed in Iran. It was detected on several host trees in east and northeast (Khorasan), Southeast (Systan and Baluchestan), central areas (Tehran, Isfahan) and south (Kohgiloyeh and Boyer Ahmad) of Iran. host trees included Populus alba, P nigra, Juglans regia, Salix spp., Ulmus spp., Platanus orientalis, Morus alba, Elaeagnus angustifolia, Alnus subcordata, Robinia sp. and Amygdalus spp. Infestation rate was 40 to 100% on various host trees. It should be noted that, alder (Alnus subeordata) and mountain almond (Amygdalus spp.) are new host record for A. sarta in the world. Furthermore, Morus alba is reported as new host of A. sarta in Iran."
666	"T. Kamo, Y. Tokuoka and M. Miyazaki"	Influence of aphid-host plant pairs on the survivorship and development of the multicolored Asian ladybird beetle: implications for the management of vegetation in rural landscapes	"Although the value of noncrop vegetation for biological control has been extensively studied in agricultural landscapes, there are few reports on how it functions mechanistically. When focusing on the pest control function provided by noncrop vegetation, tritrophic interactions among a predatory natural enemy, its prey, and the prey's host plant need to be examined. In Japan, the multicolored Asian ladybird beetle, Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae), an aphidophage, serves as a natural pest control agent in agricultural production, although the species' introduction into Europe and North America for pest control has had a negative impact on native ecosystems. In the present study, 33 aphid-plant pairs from an agricultural landscape in the eastern Kanto region of Japan were examined experimentally for initial larval survivorship and development of H. axyridis. Significant differences were found among plant-aphid pairs with regard to these parameters. In addition, the larval survivorship of H. axyridis was not consistently determined by host plant or aphid species alone but was context-dependently influenced by the aphid-plant combination. Some alien host plants showed positive effects on the ladybird beetle. Others, however, served as hosts for unsuitable prey species, such as the competitive alien plants Solidago canadensis L. and Robinia pseudoacacia L., which are the host plants of Uroleucon nigrotuberculatum (Olive) and Aphis craccivora Koch, respectively. These findings suggest that various noncrop plants could be managed to promote ladybird beetle populations in rural landscapes."
1240	A. Sidoti and G. Granata	Black locust (Robinia pseudoacacia) blight in urbanized areas	"The widespread occurrence of severe blight disease in black locust (R. pseudoacacia var. umbraculifera) was observed in Italy. Symptoms were characterized by the presence of chlorotic and dried leaves, and branches devoid of vegetation. Phomopsis oncostoma (anamorph of Diaporthe oncostoma) was isolated from the diseased wood of branches and trunk. Pathogenicity tests confirmed that P. oncostoma was the causal organism."
1023	C. Duso and M. Skuhrava	First record of Obolodiplosis robiniae (Haldeman) (Diptera Cecidomyiidae) galling leaves of Robinia pseudacacia L. (Fabaceae) in Italy and Europe	"Obolodiplosis robiniae (Haldeman, 1847) (Diptera Cecidomyiidae) has been recorded for the first time in Italy and Europe. Its natural distribution includes the eastern USA. This pest produces galls on the leaflets of Robinia pseudacacia L. (Fabaceae), in particular, the margins of leaflets are rolled downwards. Usually, leaflets on the terminal parts of shoots are preferred. Relatively high infestations cause leaf fall. Larvae pupate in rolled leaf margins. The species has been widely recorded in northeastern Italy (Veneto and Friuli-Venezia Giulia)."
1327	S. Sunita and L. N. Bhardwaj	In vitro and in vivo evaluation of fungicides for the control of fusarial wilt of Robinia	"Nine fungicides, viz. Bavistin (carbendazim), Benlate (benomyl), Baycor (bitertanol), Bayleton (triadimefon), Blitox-50 (copper oxychloride), captan, Difolatan (captafol), Dithane M-45 (mancozeb) and Dithane Z-78 (zineb) were evaluated under in vitro conditions against 3 species of Fusarium (F. equiseti, F. oxysporum and F. semitectum [F. pallidoroseum]) which cause heavy mortality to Robinia in forest nurseries in Himachal Pradesh. The systemic fungicides, Bavistin (150 ppm), Baycor (150 ppm) and Bayleton (200 ppm) gave more than 70% inhibition of mycelial growth and were more effective than the non-systemic fungicides. On the basis of these results, soil drenching with Bavistin (0.01%) is recommended for the control of Robinia wilt caused by these 3 Fusarium spp."
