,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
122,haemoprotozoan parasites,animal,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,1,0.0,2,19.454286575317383,2,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
123,dogs,animal,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,1,0.0,1,23.81000328063965,5,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,1,0.0,
124,bhubaneswar,animal,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,0.0,1,23.80572509765625,9,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
125,541 dogs,animal,2,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1,1,0.0,2,20.08856773376465,15,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
126,181 pet,animal,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,2,19.0703125,18,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
127,360 stray,animal,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,19.601436614990234,21,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
128,either sex,animal,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,20.124588012695312,26,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
129,bhubaneswar,animal,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,0.0,1,23.39836883544922,32,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
130,a period,animal,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,21.804702758789062,34,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
131,one year,animal,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,0,0.0,2,21.67626190185547,37,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
132,(aug 2011- july,animal,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,1,0,0.0,4,14.88355541229248,39,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
133,10.54%,animal,2,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1,0,0.0,2,21.931100845336914,47,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
134,haemoprotozoan parasites,animal,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,1,0.0,2,19.489850997924805,54,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
135,babesia,animal,2,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.234437942504883,57,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,1,1.0,0.0
136,babesia canis,animal,2,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,19.556777954101562,60,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
137,hepatozoon canis,animal,2,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,19.132081985473633,63,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
138,trypanosoma evansi,animal,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,21.556116104125977,66,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
139,the four species,animal,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,17.777236938476562,69,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
140,percentage,animal,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,1,26.289926528930664,74,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
141,incidence,animal,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0.0,1,24.794044494628906,76,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
142,4.81%,animal,2,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.625450134277344,77,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
143,1.66%,animal,2,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.77846908569336,80,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
144,3.33%,animal,2,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.609375,83,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
145,0.74%,animal,2,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.228208541870117,86,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
146,incidence,animal,2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0.0,1,24.932504653930664,90,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
147,dogs,animal,2,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,1,0.0,1,22.508136749267578,92,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,
148,age,animal,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,25.944835662841797,97,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,4,1.0,0.0
149,more (17.07%,animal,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,4,14.05314826965332,99,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
150,one year,animal,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,0,0.0,2,20.985187530517578,107,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
151,9.37%,animal,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,2,21.97043228149414,110,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
152,percentage,animal,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,1,28.462926864624023,114,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
153,incidence,animal,2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0.0,1,28.436330795288086,116,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
154,males,animal,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,24.789796829223633,124,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
155,females,animal,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.370620727539062,126,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
156,8.68%,animal,2,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,2,21.318613052368164,128,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
157,highest percentage,animal,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,17.887815475463867,132,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
158,incidence,animal,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0.0,1,28.616662979125977,135,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
159,summer,animal,2,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,24.862361907958984,139,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,25,0.0,
160,14.55%,animal,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2,21.328760147094727,141,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
161,rainy,animal,2,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,23.186397552490234,146,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
162,10.06%,animal,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2,21.390247344970703,148,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
163,winter,animal,2,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,22.6392822265625,154,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,45,1.0,0.0
164,5.92%,animal,2,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,2,21.889333724975586,156,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
165,541,animal,2,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,1,0.0,1,27.32404136657715,15,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
166,181,animal,2,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.900161743164062,18,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
167,360,animal,2,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.14742660522461,21,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
168,one,animal,2,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,1,26.406688690185547,37,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
169,2012,animal,2,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0,0.0,1,25.149919509887695,43,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
170,57,animal,2,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,24.310312271118164,45,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
171,10.54,animal,2,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,29.334674835205078,47,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
172,four,animal,2,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,27.15053367614746,70,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
173,4.81,animal,2,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,29.779922485351562,77,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
174,1.66,animal,2,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,28.264663696289062,80,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
175,3.33,animal,2,55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,28.731550216674805,83,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
176,0.74,animal,2,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,29.561220169067383,86,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
177,1year,animal,2,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,23.466846466064453,95,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
178,17.07,animal,2,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,28.341909408569336,101,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
179,one,animal,2,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,1,26.817794799804688,107,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
180,9.37,animal,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,28.941444396972656,110,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
181,12.32,animal,2,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,27.63983154296875,120,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
182,8.68,animal,2,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,29.743467330932617,128,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
183,14.55,animal,2,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,27.82233428955078,141,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
184,10.06,animal,2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,28.94699478149414,148,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
185,5.92,animal,2,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,29.651329040527344,156,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
186,molecular detection,animal,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,1,1,0.0,2,20.51378631591797,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
187,identification,animal,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,0.0,1,26.038103103637695,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
188,leishmania infection,animal,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,3,1,0.0,2,19.159582138061523,5,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
189,naturally infected sand flies,animal,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,1,1,0.0,4,14.280587196350098,8,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
190,a focus,animal,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,2,19.88103485107422,13,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
191,cutaneous leishmaniasis,animal,3,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,4,0,0.0,2,20.96832847595215,16,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
192,northern morocco | background,animal,3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,1,0,0.0,4,17.784353256225586,19,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
193,cutaneous leishmaniasis,animal,3,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,4,0,0.0,2,20.03032112121582,24,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
194,an infectious disease,animal,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,18.05888557434082,27,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
195,various species,animal,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,20.854761123657227,32,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
196,the flagellate protozoan,animal,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,3,16.37623405456543,35,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
197,leishmania,animal,3,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,1,1,0.0,1,24.828046798706055,38,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,0.0
198,the past 20 years,animal,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,4,15.863035202026367,41,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
199,cutaneous leishmaniasis,animal,3,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,4,0,0.0,2,22.593523025512695,46,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
200,a major public health threat,animal,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,0,0.0,5,17.14069175720215,51,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
201,morocco,animal,3,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,2,0,0.0,1,26.046001434326172,57,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,7,0.0,
202,the main objective,animal,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,18.685203552246094,59,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
203,this study,animal,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,21.874696731567383,63,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
204,the occurrence,animal,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,20.8211727142334,68,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
205,leishmania infection,animal,3,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,3,1,0.0,2,19.27923011779785,71,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
206,vectors,animal,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,25.98163604736328,74,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
207,sand,animal,3,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,1,0.0,1,25.467369079589844,78,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,637,0.0,
208,blood meal sources,animal,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,18.38641357421875,80,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
209,an endemic locality,animal,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,3,18.23726463317871,84,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
210,cutaneous leishmaniasis,animal,3,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,4,0,0.0,2,20.81289291381836,88,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
211,sefrou province,animal,3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,20.902246475219727,91,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
212,the vectors,animal,3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.122547149658203,95,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
213,leishmaniasis,animal,3,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,1,26.084121704101562,98,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
214,methods,animal,3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.735456466674805,103,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
215,2650 sand flies,animal,3,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1,0,0.0,3,18.71310806274414,105,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
216,cdc miniature light traps,animal,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,4,17.205312728881836,111,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,0,,
217,the identified sand flies,animal,3,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,1,0,0.0,4,13.2439546585083,119,0,0,0,1,1,0,1,0,0,1,0,,,,,,,,,,,0,,
218,leishmania infection,animal,3,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,3,1,0.0,2,20.00095558166504,126,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
219,nested pcr,animal,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,1,0,0.0,2,18.61161231994629,129,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
220,the source,animal,3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,2,21.085346221923828,132,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
221,blood meal,animal,3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,2,22.620161056518555,135,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
222,10 freshly engorged females,animal,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0.0,4,13.389481544494629,138,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
223,4 phlebotomus sergenti,animal,3,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,14.936853408813477,147,1,0,1,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
224,b sequence,animal,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,20.100980758666992,156,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
225,results,animal,3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.592899322509766,159,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
226,the collected sand flies,animal,3,41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,1,0,0.0,4,14.049663543701172,161,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
227,10 species,animal,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,21.01870346069336,167,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
228,the genus phlebotomus,animal,3,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,16.97783660888672,175,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
229,the most abundant species,animal,3,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,4,14.477694511413574,185,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
230,72%,animal,3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2,23.396286010742188,195,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
231,the total sand flies,animal,3,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,1,0,0.0,4,15.094962120056152,198,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
232,females,animal,3,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,26.09617805480957,205,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
233,four p. sergenti,animal,3,48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,16.939218521118164,211,0,0,1,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
234,leishmania infantum,animal,3,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,2,20.413087844848633,215,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
235,leishmania tropica dna,animal,3,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,21.214431762695312,218,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
236,the source,animal,3,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,2,20.7498722076416,226,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
237,blood meal,animal,3,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,0.0,2,22.840023040771484,229,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
238,engorged females,animal,3,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,19.31890106201172,232,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
239,all sand,animal,3,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,18.10881233215332,236,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
240,humans,animal,3,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,24.60822868347168,242,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
241,conclusions,animal,3,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,1,22.900196075439453,244,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
242,we,animal,3,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,23.30696678161621,246,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
243,the first time,animal,3,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,16.414775848388672,249,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
244,the natural infection,animal,3,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,18.80816650390625,252,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
245,p.,animal,3,60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,0.0,1,26.259639739990234,256,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
246,l. infantum,animal,3,61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0.0,2,19.905698776245117,259,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
247,morocco,animal,3,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,2,0,0.0,1,26.08296775817871,262,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,7,0.0,
